com.samsung.shealth.insight_message,6311013,2
is_ai_generated,feedback_type,service_id,description,exposure_uri,condition_id,msg_id,update_time,create_time,is_viewed,tag,category,title,deviceuuid,pkg_name,datauuid,day_time
1,0,tracker.vitality,Consumir alcohol o comer tarde puede afectar la calidad de tu sueño y tu variabilidad de la frecuencia cardíaca. Considera evitar el alcohol y los alimentos nocturnos para mejorar tu descanso. Trabaja en mantener una rutina de sueño más regular. ¡Sigue así y mejora tu energía!,intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=24738__36601;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,behavior_check_before_sleep_72,behavior_check_before_sleep_72,2025-09-17 10:40:37.891,2025-09-17 10:40:37.891,0,24738,VS_VITALITYSCORE,Mejora tu sueño,5sl+lZ1Pby,com.sec.android.app.shealth,54a8fff8-3029-476d-a09a-04d8d12bc025,1758067200000,
1,0,tracker.vitality,"Tu puntuación de energía es buena hoy, reflejo de tu constante y duro trabajo para controlar tu salud. Mantén esta energía durante todo el día y enorgullécete de ti mismo. Considera mantener tu tiempo de actividad en 1 hora y 17 minutos para mejorar aún más tu puntuación de energía. ¡Sigue así y enfócate en tus metas de salud!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=24734__36597;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,score_76,score_76,2025-09-21 10:41:06.170,2025-09-21 10:41:06.170,0,24734,VS_VITALITYSCORE,¡Sigue así!,5sl+lZ1Pby,com.sec.android.app.shealth,a72d707e-13a1-44ec-9864-b788daf96d9b,1758412800000,
1,0,tracker.vitality,"Tu VFC durante el sueño ha seguido desviándose considerablemente de su nivel estándar, lo que probablemente sea consecuencia del estrés. Considera dedicar tiempo a descansar y a realizar actividades que alivien el estrés. Esto puede mejorar tu Puntuación de Energía, que actualmente es buena. ¡Sigue así y prioriza tu bienestar!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=24684__36567;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,shrv_balance_59,shrv_balance_59,2025-09-22 10:55:18.318,2025-09-22 10:55:18.318,0,24684,VS_VITALITYSCORE,Descanso y relajación,5sl+lZ1Pby,com.sec.android.app.shealth,88a33d55-47cc-4eac-add0-fbfe82d8d3e4,1758499200000,
1,0,tracker.vitality,"Tu VFC durante el sueño volvió a su rango habitual, lo que indica recuperación y equilibrio. Continúa con tus hábitos saludables actuales, como la actividad regular y un sueño adecuado, para mantener tu VFC durante el sueño constante. Considera mantener tu nivel de actividad y sueño regular para mejorar tu puntuación de energía. ¡Sigue así y mantén tu equilibrio!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=24677__36563;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,shrv_balance_57,shrv_balance_57,2025-09-23 11:25:27.298,2025-09-23 11:25:27.298,0,24677,VS_VITALITYSCORE,Equilibrio y recuperación,5sl+lZ1Pby,com.sec.android.app.shealth,d03210e1-3491-4912-9636-4bdf52774e54,1758585600000,
1,0,tracker.vitality,"Tu tiempo de actividad de ayer fue de 4 horas y 12 minutos, lo cual es un poco excesivo. Esto puede afectar tu salud. Considera reducir tu tiempo de actividad a 1 hora y 52 minutos hoy. Mantén un plan de ejercicio uniforme y fácil de seguir para mejorar tu energía. ¡Sigue así!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=24747__36607;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,active_time_81,active_time_81,2025-09-26 12:36:50.632,2025-09-26 12:36:50.632,0,24747,VS_VITALITYSCORE,Equilibra tu actividad,5sl+lZ1Pby,com.sec.android.app.shealth,8578b580-e5c7-48b5-930a-603cf788a615,1758844800000,
1,0,tracker.vitality,"Tu puntuación de energía es buena hoy, reflejo de tu constante y duro trabajo para controlar tu salud. Mantén esta energía durante todo el día y enorgullécete de ti mismo. Considera aumentar tu tiempo de sueño a 8 horas para mejorar aún más tu energía. ¡Sigue así y enfócate en tu bienestar!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=24734__36597;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,score_76,score_76,2025-09-27 14:57:58.691,2025-09-27 14:57:58.691,0,24734,VS_VITALITYSCORE,¡Sigue así!,5sl+lZ1Pby,com.sec.android.app.shealth,69396115-9910-4006-94ae-ab01b4dbc417,1758931200000,
1,0,tracker.vitality,"Tu tiempo de ejercicio moderado a vigoroso ayer fue adecuado, lo que contribuye a una buena puntuación de energía de 78. Mantén esta consistencia en tu rutina de ejercicio. Considera mejorar tu tiempo de sueño promedio de 6 horas y 17 minutos para alcanzar 8 horas. ¡Sigue así y enfócate en tu bienestar!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=24935__36750;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,exercise_time_43,exercise_time_43,2025-09-28 06:00:23.434,2025-09-28 06:00:23.434,0,24935,VS_VITALITYSCORE,Consistencia es clave,5sl+lZ1Pby,com.sec.android.app.shealth,b2981255-5c69-429b-a6a0-bc893de3e0c6,1759017600000,
1,0,tracker.vitality,"Tu puntuación de energía es buena hoy, reflejo de tu constante esfuerzo para gestionar tu salud. Considera aumentar tu tiempo de sueño promedio a 8 horas para mejorar aún más tu energía. Mantén tu buen trabajo y sigue enfocándote en tus objetivos de salud. ¡Tú puedes!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=25032__36812;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,score_76,score_76,2025-09-29 06:39:06.804,2025-09-29 06:39:06.804,0,25032,VS_VITALITYSCORE,¡Sigue así!,5sl+lZ1Pby,com.sec.android.app.shealth,e528124d-af7c-4511-92df-7d58f68d7c21,1759104000000,
1,0,tracker.vitality,"Tu tiempo de actividad es un poco excesivo, lo que puede afectar negativamente tu salud. Ayer tuviste 3 horas y 55 minutos de actividad, superando tu promedio de 2 horas y 11 minutos. Hoy, intenta mantenerte en 2 horas y 10 minutos de actividad. Sigue trabajando en un plan de fitness equilibrado y sostenible.",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=25048__36822;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,active_time_81,active_time_81,2025-09-30 06:21:02.878,2025-09-30 06:21:02.878,0,25048,VS_VITALITYSCORE,Equilibra tu actividad,5sl+lZ1Pby,com.sec.android.app.shealth,02c4f512-4c59-4ce6-97e3-36dc5b463bc2,1759190400000,
0,0,tracker.vitality,"Aunque su tiempo de actividad disminuyó recientemente, se trata de un cambio positivo. De hecho, un aumento repentino en la actividad física puede suponer a veces una sobrecarga para el organismo. Es mejor que siga equilibrando el descanso y la actividad por ahora.",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=24898__36728;S.extra_llm_type=rule;S.tracker_id=tracker.vitality;end,active_time_31,AT-5-1,2025-10-01 13:31:20.152,2025-10-01 13:31:20.152,0,24898,VS_VITALITYSCORE,Hora de recargar,5sl+lZ1Pby,com.sec.android.app.shealth,dd8be300-a55a-4acb-a5f2-35f4f485724b,1759276800000,
